Area_sqft,Bedrooms,Bathrooms,House_Age,Location_Score,Price
3410,4,4,11,4,10894073
3983,4,4,26,4,12373876
2494,5,2,0,5,7995086
990,4,3,28,3,3396353
1572,1,4,20,2,4830534
3111,1,2,29,9,9826841
3673,2,1,19,1,10962409
715,4,1,19,5,2556950
2223,2,2,6,5,7112028
2092,3,3,8,8,7210707
3106,1,2,7,6,10003356
658,3,1,26,6,2407831
3036,5,1,12,6,9633317
1185,1,4,13,4,3973860
3813,3,3,11,1,11519602
3341,5,2,7,3,10444677
2276,3,1,20,6,7406357
2552,5,1,21,5,8059010
2343,5,1,17,1,7136355
2908,1,2,15,5,9193689
3006,2,2,28,2,9042606
2795,5,3,10,1,8900864
2089,5,4,15,4,6642009
2196,1,4,13,6,7210390
3493,2,4,2,7,11072185
2969,4,1,20,9,9809012
2446,4,4,1,5,8085127
2562,2,1,2,8,8554632
3283,3,3,3,8,10535642
1645,1,1,21,9,5299185
2824,2,3,4,3,8741366
2081,4,3,9,3,6777649
3000,5,4,19,9,9985166
3961,4,4,28,7,12473333
3865,5,1,1,4,12122511
3145,1,2,11,1,9672340
2993,5,4,26,7,9528385
2757,2,4,4,6,8967236
3261,5,2,4,3,10319443
2849,3,2,26,5,8762272
2432,2,4,22,3,7527449
3794,1,2,0,8,11915909
2257,2,1,3,5,7201939
2550,3,3,26,6,8105757
1489,1,3,20,2,4781010
2041,4,4,23,8,6998625
1616,3,4,11,9,5581527
3067,1,1,11,3,9352441
3999,5,2,15,6,12667209
992,2,4,23,6,3541951
3806,1,3,16,2,11388856
1119,2,1,20,8,3834867
3732,5,1,9,5,11796993
2878,1,2,16,8,9166135
2880,4,4,16,8,9432023
2597,3,4,17,3,8310349
2046,1,1,1,5,6550400
1362,5,3,24,7,4906447
2191,1,4,3,5,7179958
2105,2,3,18,6,6839573
2819,1,1,10,2,8466098
1079,4,4,16,8,3953382
2390,1,3,11,5,7786587
1775,3,1,1,6,6152422
3107,1,3,5,1,9510637
3243,2,4,8,2,10224044
2355,1,2,4,4,7646755
3661,4,3,19,9,11871041
2993,5,2,28,6,9414442
3564,1,4,20,8,11257117
1855,1,2,8,2,5652236
1662,3,1,27,5,5444895
856,4,2,28,1,2827062
2124,5,3,22,4,6670671
2821,2,3,7,1,8853677
3590,1,2,19,9,11383849
2506,5,1,26,2,7659711
2858,2,4,7,7,9149874
1369,4,2,21,3,4354350
1385,4,3,20,2,4595603
2501,5,3,28,4,7892623
2701,2,2,27,7,8508655
1913,4,2,22,7,6479823
1783,5,2,5,9,6492894
1119,4,4,2,3,3792400
1382,4,3,4,7,4760676
1296,4,3,8,6,4644378
2672,3,3,6,7,8663451
3925,2,4,27,7,12436403
1796,5,1,3,5,5962598
1118,5,3,6,9,4435770
2334,2,3,4,7,7508207
744,2,1,10,7,2988474
3395,2,4,28,3,10272844
2997,2,1,14,1,8918097
1429,1,1,1,5,4662069
1770,5,1,12,8,6278645
1019,1,1,21,5,3427735
3712,4,4,15,3,11482248
2909,4,4,6,9,9579313
507,5,1,7,2,2057393
3025,4,2,5,3,9370459
3923,2,2,23,4,12183475
2519,1,2,6,1,7743832
994,2,2,17,4,3285171
2129,4,3,29,4,6619599
3380,1,4,21,9,10843663
3998,2,4,24,8,12492405
1562,5,1,27,2,4745399
3140,2,3,21,7,10152877
686,4,1,19,6,2664946
3301,1,1,6,7,10538926
2377,5,4,2,4,7993590
2640,1,3,4,5,8357970
585,5,2,0,6,2506140
3615,1,4,14,9,11457963
636,4,3,25,2,2266447
2968,5,3,2,9,9812956
2621,3,4,7,1,8167726
2136,1,4,24,4,6514123
3727,1,1,8,5,11684342
3826,2,1,14,9,12196429
2718,5,1,9,6,8919016
2251,3,2,1,4,7077902
2717,4,4,19,2,8428922
2287,2,3,4,5,7264554
1371,3,4,18,8,4817106
2869,5,3,12,8,9452915
3003,3,2,10,6,9528352
1443,1,4,0,1,4756634
2126,1,3,21,8,6979372
3337,2,3,29,4,10218886
3160,5,1,14,2,9637465
3726,5,2,25,1,11301801
3436,3,4,17,7,10805800
848,2,1,15,2,2718074
2176,5,2,8,4,7083495
1696,1,1,0,4,5375143
509,3,4,10,1,1730529
3287,4,3,8,2,10279749
3836,1,4,22,1,11611092
1961,2,2,10,6,6291871
3818,5,4,12,3,12102857
1166,1,2,25,1,3556350
3093,4,1,1,8,10175070
2022,4,2,13,4,6429682
2676,2,3,5,7,8566056
1100,1,3,7,2,3418495
3152,3,3,17,6,9890147
826,1,1,15,6,2833233
1479,4,2,20,7,4991479
2951,2,1,28,1,8790672
1128,2,4,11,1,3465714
2129,3,4,10,2,6676613
3930,2,4,5,2,12087711
3265,2,4,2,5,10474622
3588,2,3,13,1,10982134
773,2,2,27,2,2243546
1184,2,3,1,6,4240934
615,4,2,10,3,2243948
1360,1,2,21,4,4481291
2503,5,1,2,1,8004517
1192,2,4,17,5,3870974
3662,5,2,0,4,11460183
1605,5,4,29,8,5435361
2871,4,4,23,3,9087292
3508,2,4,0,1,11033151
2661,5,3,11,5,8792383
2292,2,4,14,1,6979747
3629,3,2,4,5,11353245
653,3,3,26,9,2607996
2400,3,4,5,5,7920526
1927,5,1,15,2,5897649
1789,3,4,26,2,5594748
814,4,4,11,9,3539703
1564,4,3,11,5,5175099
604,5,2,2,8,2552373
2424,2,4,29,4,7555752
2413,1,3,22,2,7344573
1716,2,3,1,4,5480791
1924,2,2,6,4,6181968
3849,2,3,1,9,12255115
2901,2,2,20,6,9081413
3563,1,1,6,6,11344253
2272,3,4,10,5,7284489
2460,2,3,10,6,8036021
3280,4,1,13,1,10127417
2103,5,3,2,5,6890035
1208,5,3,13,6,4257477
3827,4,1,10,8,12245420
1150,2,3,3,4,3851141
3371,1,3,16,5,10548766
1446,3,1,15,4,4671381
1160,5,3,2,7,4196767
2646,3,2,24,6,8298456
3135,1,3,9,4,9643565
2829,5,4,20,6,9036461
2950,3,3,14,4,9470721
1632,1,4,7,8,5546159
1199,3,4,17,3,4047235
2746,2,3,2,8,9119728
3874,1,1,6,2,11969005
2538,3,2,29,6,8188379
2874,2,2,9,8,9313696
2701,2,3,19,1,8384832
1051,1,1,8,6,3429550
904,4,1,13,9,3692279
961,5,2,22,2,3035816
2679,1,1,13,1,8145775
3338,2,3,10,2,10347269
1373,2,3,27,5,4294581
583,1,1,0,6,2373629
1922,4,3,3,1,6301683
3301,5,4,25,7,10597402
3175,3,2,26,4,9678554
3680,1,3,5,9,11709398
720,5,1,21,6,2622762
3100,5,2,25,9,10132884
1891,2,3,21,1,5802470
3718,3,2,4,4,11623715
611,1,1,2,2,1941560
1114,2,4,1,6,3927877
2081,2,4,2,4,6854300
3471,4,3,8,9,11505112
974,5,4,18,3,3273589
3383,1,3,18,1,10339533
2413,1,2,16,1,7480024
770,1,3,17,9,3118082
2968,2,3,10,9,9828644
2420,4,3,11,5,7967878
3254,3,4,2,2,10150278
1890,2,3,17,9,6489481
3851,3,1,23,8,12144437
3854,4,3,5,6,12169095
539,5,2,6,7,2473522
2482,1,1,0,6,8111973
2736,3,2,5,5,8763473
3735,2,2,17,4,11646974
1493,3,2,12,7,4960939
2512,5,1,21,4,7991109
3083,1,1,18,9,9908372
3575,3,4,6,5,11198419
789,5,1,18,8,3236057
2980,2,3,8,6,9585416
3018,4,2,2,4,9463229
3752,2,4,22,3,11552535
3819,1,1,11,6,11830894
3175,2,2,19,1,9420070
778,2,1,23,2,2393795
3424,2,4,29,7,10691045
1080,2,1,17,4,3579279
1362,1,1,7,5,4491116
753,5,2,8,1,2745237
680,3,3,12,2,2501770
1180,4,1,7,4,4052763
1324,3,4,21,8,4773585
1199,3,1,9,4,4057195
3113,4,1,16,3,9822334
1849,1,3,6,3,5852956
1880,4,2,16,5,6157675
2173,1,4,22,3,6683115
3227,3,2,29,8,10117108
2938,1,2,17,5,9024043
2138,5,2,23,7,6842062
2457,4,1,1,8,8091236
3656,5,3,2,5,11545214
3888,3,1,28,8,12027409
711,4,4,27,3,2389940
2038,3,3,18,7,6597089
883,5,2,0,8,3473047
2214,3,3,20,7,7054428
841,4,4,20,2,3003427
2338,4,1,9,8,7766565
2487,3,1,20,6,7870461
1343,4,2,13,3,4238734
3609,4,1,12,4,11254156
2034,3,1,8,7,6864251
919,5,4,5,3,3491033
3298,4,3,5,1,10151168
3740,4,1,18,6,11614170
2488,4,4,20,3,7892543
2432,4,4,9,6,7972651
3914,3,2,22,3,11972174
2349,5,4,2,6,7721782
805,5,2,17,4,2745160
3249,1,1,20,4,9855296
1368,4,2,18,2,4207077
3084,4,4,4,4,9962678
1635,1,3,24,4,5235780
1934,5,3,10,7,6641002
705,2,1,9,5,2701252
3756,2,1,16,8,11960630
3953,5,3,3,7,12618096
995,4,2,25,9,3523435
3950,2,1,20,8,12223152
3618,3,4,17,9,11578620
2409,3,1,27,1,7343096
3051,1,2,17,3,9419782
1545,5,1,0,5,5332816
712,5,4,13,9,3270580
809,2,4,7,8,3033396
3208,4,4,1,7,10470566
2491,5,2,18,2,7730855
3300,2,2,14,6,10326475
771,2,4,27,4,2426838
2322,5,4,1,5,7842063
3485,2,2,3,5,11120039
3773,1,2,29,4,11569139
